FL_DATE,OP_CARRIER_AIRLINE_ID,FL_NUM,origin_airport_id,dest_airport_id,CRS_DEP_TIME,ARR_DELAY_NEW,CANCELLED,DIVERTED,CRS_ELAPSED_TIME,WEATHER_DELAY,NAS_DELAY,_c12,origin_tz,dest_tz,CRS_DEP_TS_LOCAL,elapsed_min,dep_ts_utc,arr_ts_utc,year,month,_rows
0,0,0,0,0,0,8108,0,0,0,415225,415225,486133,12377,12387,0,0,12377,12377,0,0,486133
